-25.305729526800896,-57.61673766852772
-25.30751418392216,-57.615364377512094
-25.31294626453752,-57.609264154112395
-25.3167484406082,-57.607501502739694
-25.318688446215504,-57.60402223759746
-25.32311144799684,-57.60032527347511
-25.32567234450612,-57.59422505007541
-25.330521773548163,-57.5918155462802
-25.33412979604992,-57.58734610596156
-25.33851344701772,-57.58390663390463
-25.341345518358636,-57.57909387083208
-25.346568293883013,-57.582600440023896
-25.34917474917532,-57.584305444857534
-25.350463412191186,-57.58517940494647
-25.351790843901462,-57.585935347838756
-25.35239153318959,-57.58643133648155
-25.3530891745414,-57.586820036763754
-25.353365277639295,-57.587118993056436
-25.353718943734638,-57.58726774564428
-25.35404352252601,-57.58748623566652
-25.354397186637566,-57.587629623836335
-25.355039068199503,-57.588102813702506
-25.355690641646518,-57.5884901728802
-25.35633736396205,-57.58893654065622
-25.357013168380355,-57.58925416239953
-25.358316896427795,-57.5900986181893
-25.359644847855947,-57.59086260770863
-25.360966725403244,-57.59167755919924
-25.36229343587649,-57.592433502091524
-25.36401075054007,-57.59414835566139
-25.365844374593458,-57.595090733034965
-25.367600416154897,-57.59678412893271
-25.369589092681963,-57.59749047191298
-25.371335385787553,-57.59894783341741
-25.37323675590996,-57.6000189568237
-25.375060546225274,-57.60117591091847
-25.377039406380526,-57.60211828829205
-25.38109352657585,-57.61204648496067
-25.380361380742983,-57.620058243288156
-25.37657063001646,-57.62269217254078
-25.368833663965972,-57.63499814750111
-25.360183670463062,-57.6451905417577
-25.353686679610135,-57.64384943725025
-25.347189339648008,-57.643538301004526
-25.34123465312588,-57.64048058272755
-25.335279673508595,-57.64085609198963
-25.326547274483726,-57.63467628241932
-25.3171935510013,-57.62986976386463
-25.312800106486044,-57.62441951514637
-25.306233889086588,-57.62068588019764
-25.305729526800896,-57.61673766852772
