-25.297521947600504,-57.32294654583552
-25.293137490124284,-57.32002830242732
-25.288752874095323,-57.321573254819896
-25.284678531265264,-57.321058270689036
-25.281224933505356,-57.32397651409724
-25.281535373280935,-57.31517886852839
-25.278430939777227,-57.30878448223689
-25.277189144133473,-57.30118846630671
-25.273153220520722,-57.294622418638255
-25.274705514718814,-57.28925800060847
-25.27377414058271,-57.28355025982478
-25.28091449293536,-57.279419657941844
-25.286812727913162,-57.27254247402766
-25.291081008542786,-57.271421310659434
-25.293176291328304,-57.26583695149043
-25.296202746984,-57.263170835729625
-25.296745948976433,-57.25707149242976
-25.301440664766204,-57.25992268061259
-25.304272926017493,-57.25796735024073
-25.31117871021587,-57.25611662602046
-25.31885996276986,-57.25512420868495
-25.322855573248756,-57.25445633864024
-25.325299425354906,-57.25104188656428
-25.33251431994472,-57.251532730814006
-25.339728784470985,-57.247903702016856
-25.343568565995085,-57.24840661620715
-25.346477410254813,-57.244789657350566
-25.349851581959317,-57.24426260327914
-25.352605146579116,-57.24098896717646
-25.355164741964693,-57.2366732928715
-25.356793547180317,-57.230984327550914
-25.360400109209248,-57.23843952750781
-25.364627018065107,-57.24177485441783
-25.365344414527378,-57.252969724293735
-25.367302691299955,-57.26416459416964
-25.36455915601711,-57.27388190215447
-25.363676945925885,-57.284972501154925
-25.358427177988904,-57.28382300695398
-25.35317718206741,-57.28576341753819
-25.35000913796404,-57.28218459634104
-25.345599916271077,-57.28135235717514
-25.33967181709788,-57.2845411265082
-25.334984643686614,-57.289789832364704
-25.330701545398348,-57.28503274608397
-25.32548731868806,-57.286798792127456
-25.32229006175317,-57.290968097448285
-25.317587970817527,-57.28910453843878
-25.31148551200633,-57.297565040287964
-25.307555374585416,-57.30774215590668
-25.301607604517518,-57.31414272123243
-25.297521947600504,-57.32294654583552
